tweet_id,retweet_count,favorite_count
806576416489959424,1818,4646
806542213899489280,2208,9702
806242860592926720,10834,0
806219024703037440,1130,6115
805958939288408065,4990,0
805932879469572096,1794,7864
805826884734976000,1710,6214
805823200554876929,7431,0
805520635690676224,1547,5463
805487436403003392,2369,8317
805207613751304193,1621,7456
804738756058218496,3589,12936
804475857670639616,1884,5823
804413760345620481,2999,0
804026241225523202,14967,41918
803773340896923648,2577,9510
803692223237865472,6896,0
803638050916102144,3872,10340
803380650405482500,1762,7363
803321560782307329,4937,0
803276597545603072,2289,9504
802952499103731712,1865,8553
802624713319034886,2716,0
802600418706604034,1377,6746
802572683846291456,2348,8492
802323869084381190,5454,15293
802265048156610565,1287,6600
802239329049477120,2448,8623
802185808107208704,250,0
801958328846974976,1592,7347
801854953262350336,218,1720
801538201127157760,1946,7794
801285448605831168,770,5718
801167903437357056,5490,23101
801127390143516673,3689,0
801115127852503040,1981,7658
800859414831898624,90,645
800855607700029440,1511,0
800751577355128832,2615,10062
800513324630806528,2813,12453
800459316964663297,2054,9018
800443802682937345,4009,0
800388270626521089,2626,10571
800188575492947969,3679,0
800141422401830912,2383,14469
800018252395122689,12255,26804
799774291445383169,4351,0
799757965289017345,1998,7946
799422933579902976,1792,7668
799308762079035393,5056,0
799297110730567681,2549,9359
799063482566066176,2333,7674
798933969379225600,4140,12378
798925684722855936,1355,7145
798705661114773508,6182,0
798701998996647937,7204,0
798697898615730177,6072,0
798694562394996736,4626,0
798686750113755136,2172,0
798682547630837760,4416,0
798673117451325440,5202,0
798665375516884993,3666,0
798644042770751489,1736,0
798628517273620480,1856,0
798585098161549313,5250,0
798576900688019456,5454,0
798340744599797760,3130,0
798209839306514432,2418,9892
797971864723324932,2881,10918
797545162159308800,4602,13831
797236660651966464,6128,18862
797165961484890113,24,212
796904159865868288,8323,0
796865951799083009,1825,7284
796759840936919040,2819,11169
796563435802726400,6703,0
796484825502875648,1644,7164
796387464403357696,3876,10421
796177847564038144,13318,0
796149749086875649,13318,30404
796125600683540480,1680,4723
796116448414461957,2243,8612
796080075804475393,2158,7994
796031486298386433,3489,10234
795464331001561088,21868,46607
795400264262053889,2673,9469
795076730285391872,5078,15297
794983741416415232,3144,0
794926597468000259,2152,9645
794355576146903043,9626,0
794332329137291264,2530,9102
794205286408003585,3102,8746
793962221541933056,4557,15856
793845145112371200,1739,8738
793614319594401792,2917,0
793601777308463104,1510,7555
793500921481273345,2223,10085
793286476301799424,8564,23282
793271401113350145,2237,8230
793256262322548741,7769,18870
793241302385262592,3063,9951
793226087023144960,2705,9253
793210959003287553,2600,8445
793195938047070209,5255,14393
793180763617361921,1857,6539
793165685325201412,2618,8874
793150605191548928,1591,5830
793135492858580992,2347,6054
793120401413079041,3665,11980
792913359805018113,3697,13540
792883833364439040,3990,10677
792773781206999040,1567,6979
792394556390137856,4000,12673
792050063153438720,1663,6758
791821351946420224,19615,0
791784077045166082,8847,0
791780927877898241,3544,0
791774931465953280,20675,42608
791672322847637504,2917,11113
791406955684368384,3841,12454
791312159183634433,2356,8295
791026214425268224,3789,0
790987426131050500,1981,9277
790946055508652032,4371,15823
790723298204217344,2137,0
790698755171364864,1796,7778
790581949425475584,6617,19485
790337589677002753,1763,7404
790277117346975746,2944,11858
790227638568808452,3293,0
789986466051088384,2137,8778
789960241177853952,3807,0
789903600034189313,3871,9755
789628658055020548,1637,7058
789599242079838210,1786,6358
789530877013393408,3144,11051
789314372632018944,2130,8176
789280767834746880,4572,0
789268448748703744,2434,8625
789137962068021249,2598,9201
788908386943430656,11670,25989
788765914992902144,9626,25825
788552643979468800,6630,0
788412144018661376,4906,14666
788178268662984705,1967,6872
788150585577050112,1196,5778
788070120937619456,3200,0
788039637453406209,1219,5771
787810552592695296,2831,8124
787717603741622272,2576,9685
787397959788929025,2654,10296
787322443945877504,1621,7369
787111942498508800,6275,0
786963064373534720,7404,25199
786729988674449408,2267,0
786709082849828864,5705,17317
786664955043049472,2358,10019
786595970293370880,2902,8952
786363235746385920,3205,10252
786286427768250368,2634,7544
786233965241827333,4352,14359
786051337297522688,145,1350
786036967502913536,6479,0
785927819176054784,2974,10768
785872687017132033,1667,6319
785639753186217984,2098,7429
785533386513321988,1831,8554
785515384317313025,1155,5772
785264754247995392,1512,6887
785170936622350336,4475,11326
784826020293709826,2999,9547
784517518371221505,2355,8468
784431430411685888,1181,5429
784183165795655680,7431,18884
784057939640352768,10312,27996
783839966405230592,9998,28295
783821107061198850,1819,6953
783695101801398276,2980,9833
783466772167098368,2071,7941
783391753726550016,5071,15949
783347506784731136,5128,0
783334639985389568,10834,27385
783085703974514689,2017,7707
782969140009107456,6864,22735
782747134529531904,1314,7051
782722598790725632,4990,16228
782598640137187329,1763,7360
782305867769217024,5107,15658
782021823840026624,5707,0
781955203444699136,3125,10534
781661882474196992,2509,9842
781655249211752448,1047,3762
781524693396357120,5125,19518
781308096455073793,2373,6714
781251288990355457,1919,7891
781163403222056960,2572,9239
780931614150983680,6703,20428
780858289093574656,1855,6773
780800785462489090,1197,5174
780601303617732608,3115,11394
780543529827336192,1623,5934
780496263422808064,3408,0
780476555013349377,103,0
780459368902959104,999,4980
780192070812196864,2075,8183
780092040432480260,2120,0
780074436359819264,4554,11386
779834332596887552,6479,17699
779377524342161408,2872,8228
779124354206535695,16934,0
779056095788752897,4191,13839
778990705243029504,6627,18690
778774459159379968,9107,0
778764940568104960,337,819
778748913645780993,1203,6442
778650543019483137,1384,5405
778624900596654080,940,4329
778408200802557953,3992,12829
778396591732486144,11285,0
778383385161035776,1018,5486
778286810187399168,3050,9711
778039087836069888,2453,7957
778027034220126208,1490,6174
777953400541634568,3252,0
777885040357281792,1511,5981
777684233540206592,2716,10578
777641927919427584,3904,0
777621514455814149,2329,8193
777189768882946048,3972,13266
776819012571455488,12530,0
776813020089548800,1110,4593
776477788987613185,2545,8215
776249906839351296,8413,0
776218204058357768,14638,28001
776201521193218049,2328,8998
776113305656188928,4010,11067
776088319444877312,141,1710
775898661951791106,15454,0
775842724423557120,2452,11002
775733305207554048,3689,13028
775729183532220416,4260,12236
775364825476165632,2707,6918
775350846108426240,3612,9544
775085132600442880,4351,14581
774757898236878852,1650,8108
774639387460112384,1609,6344
774314403806253056,5056,20467
773985732834758656,3573,10120
773922284943896577,1615,6043
773704687002451968,1494,6222
773670353721753600,1220,5042
773547596996571136,5669,20760
773336787167145985,4652,0
773308824254029826,6925,21908
773247561583001600,2991,8856
773191612633579521,3790,9352
772877495989305348,3568,8022
772826264096874500,2199,7551
772615324260794368,3101,0
772581559778025472,1578,6084
772193107915964416,1285,5660
772152991789019136,1048,3579
772117678702071809,685,3535
772114945936949249,440,2574
772102971039580160,861,3761
771908950375665664,1747,6160
771770456517009408,3130,11245
771500966810099713,2413,7744
771380798096281600,4652,9883
771171053431250945,6866,0
771136648247640064,2699,8575
771102124360998913,1324,5846
771014301343748096,1533,6464
770787852854652928,1099,4604
770772759874076672,1319,4875
770655142660169732,1660,6902
770414278348247044,1919,5920
770293558247038976,1351,5835
770093767776997377,2801,0
770069151037685760,2115,7119
769940425801170949,8796,29198
769695466921623552,1556,6024
769335591808995329,7103,0
769212283578875904,1592,5067
768970937022709760,5972,13355
768909767477751808,2427,0
768855141948723200,819,3919
768609597686943744,1094,3844
768596291618299904,1183,4722
768554158521745409,5364,0
768473857036525572,3149,12738
768193404517830656,3252,10143
767884188863397888,1261,4452
767754930266464257,4937,14937
767500508068192258,2139,7024
767191397493538821,3455,11496
767122157629476866,2628,9517
766793450729734144,1249,4727
766714921925144576,345,2458
766693177336135680,727,3782
766423258543644672,1449,5613
766313316352462849,1726,6324
766078092750233600,2410,0
766069199026450432,770,3926
766008592277377025,456,3524
765719909049503744,1983,6784
765669560888528897,1127,4842
765395769549590528,3096,25039
765371061932261376,1995,6657
765222098633691136,3101,10892
764857477905154048,1641,6062
764259802650378240,1382,5621
763956972077010945,49,729
763837565564780549,3789,11718
763183847194451968,1351,5042
763167063695355904,2739,0
763103485927849985,2109,6903
762699858130116608,3293,11326
762471784394268675,5876,10483
762464539388485633,3807,9612
762316489655476224,1026,4491
762035686371364864,14227,29714
761976711479193600,1816,5027
761750502866649088,3571,0
761745352076779520,790,4004
761672994376806400,26613,46133
761599872357261312,1096,3871
761371037149827077,16577,0
761334018830917632,1332,4812
761292947749015552,998,4173
761227390836215808,1437,4980
761004547850530816,3200,10616
760893934457552897,885,3563
760656994973933572,1741,6158
760641137271070720,1184,4658
760539183865880579,3323,7055
760521673607086080,1278,3909
760290219849637889,10522,24996
760252756032651264,795,3693
760190180481531904,1641,5330
760153949710192640,28,0
759943073749200896,1924,5512
759846353224826880,1792,6266
759793422261743616,1756,5562
759557299618865152,1100,4388
759447681597108224,2267,7914
759446261539934208,453,1558
759197388317847553,1797,5681
759159934323924993,1065,0
759099523532779520,3804,13581
759047813560868866,1844,6054
758854675097526272,838,3313
758828659922702336,3538,10437
758740312047005698,1496,5365
758474966123810816,911,3544
758467244762497024,2025,4460
758405701903519748,1756,4859
758355060040593408,956,3142
758099635764359168,9107,17641
758041019896193024,338,2521
757741869644341248,3011,6384
757729163776290825,7180,0
757725642876129280,1108,4242
757611664640446465,1003,4281
757597904299253760,277,0
757596066325864448,954,4058
757400162377592832,6292,14102
757393109802180609,1573,5427
757354760399941633,1298,4198
756998049151549440,1829,5856
756939218950160384,1831,6188
756651752796094464,1190,4682
756526248105566208,3287,9679
756303284449767430,1002,3681
756288534030475264,16250,41070
756275833623502848,1402,5959
755955933503782912,2615,6809
755206590534418437,4886,15257
755110668769038337,10148,19665
754874841593970688,7216,0
754856583969079297,2305,6428
754747087846248448,476,2408
754482103782404096,1785,4917
754449512966619136,671,3493
754120377874386944,2153,7357
753655901052166144,1983,5435
753420520834629632,3225,7314
753398408988139520,1723,5338
753375668877008896,2120,7114
753298634498793472,5185,0
753294487569522689,955,3117
753039830821511168,19108,34497
753026973505581056,874,3641
752932432744185856,6275,11721
752917284578922496,1437,6490
752701944171524096,2604,0
752682090207055872,1454,5577
752660715232722944,1418,4065
752568224206688256,2076,5104
752519690950500352,3144,6832
752334515931054080,1006,3580
752309394570878976,14855,0
752173152931807232,1664,5526
751950017322246144,830,2840
751937170840121344,1195,4813
751830394383790080,1782,5421
751793661361422336,2607,5373
751598357617971201,2821,7389
751583847268179968,1001,4089
751538714308972544,1143,4699
751456908746354688,920,2993
751251247299190784,5370,11697
751205363882532864,1659,5886
751132876104687617,1179,4716
750868782890057730,1241,4437
750719632563142656,4572,12221
750506206503038976,1043,4123
750429297815552001,3904,12269
750383411068534784,1038,4254
750381685133418496,26,666
750147208377409536,873,2897
750132105863102464,1174,3352
750117059602808832,1204,4037
750101899009982464,772,2835
750086836815486976,490,2020
750071704093859840,3020,7228
750056684286914561,817,2947
750041628174217216,564,2951
750026558547456000,717,2519
750011400160841729,819,2996
749996283729883136,754,2819
749981277374128128,2270,4766
749774190421639168,1205,4339
749417653287129088,1505,5655
749403093750648834,489,2429
749395845976588288,3142,7936
749317047558017024,2038,5082
749075273010798592,1878,5349
749064354620928000,1400,4488
749036806121881602,728,2872
748977405889503236,3120,9991
748932637671223296,2052,5394
748705597323898880,871,2577
748699167502000129,1452,4398
748692773788876800,1223,3942
748575535303884801,1799,5613
748568946752774144,606,2039
748346686624440324,1119,4836
748337862848962560,3722,7028
748324050481647620,689,3441
748307329658011649,652,3434
748220828303695873,7079,13100
747963614829678593,1949,5362
747933425676525569,2344,6157
747885874273214464,876,2712
747844099428986880,672,2618
747816857231626240,1053,4489
747651430853525504,143,1269
747648653817413632,5303,11926
747600769478692864,520,2164
747594051852075008,945,3414
747512671126323200,1470,5109
747461612269887489,938,3581
747439450712596480,1749,5022
747242308580548608,2617,0
747219827526344708,1433,4874
747204161125646336,828,3117
747103485104099331,3611,8861
746906459439529985,269,2707
746872823977771008,1935,5547
746818907684614144,1591,4936
746790600704425984,1456,4505
746757706116112384,3544,8808
746726898085036033,1633,5617
746542875601690625,1739,4673
746521445350707200,898,0
746507379341139972,989,4333
746369468511756288,1482,5745
746131877086527488,1991,6366
746056683365994496,737,3314
745789745784041472,960,3652
745712589599014916,2116,6483
745433870967832576,2300,6521
745422732645535745,2189,7928
745314880350101504,2472,6584
745074613265149952,3174,7242
745057283344719872,2046,6733
744995568523612160,566,2728
744971049620602880,2434,7273
744709971296780288,1430,5209
744334592493166593,1924,6319
744234799360020481,70335,144251
744223424764059648,323,1530
743980027717509120,1000,3884
743895849529389061,875,3392
743835915802583040,1860,0
743609206067040256,1268,4148
743595368194129920,5936,16895
743545585370791937,859,3265
743510151680958465,3409,7396
743253157753532416,1114,3921
743222593470234624,1728,5714
743210557239623680,1232,3546
742534281772302336,3264,6537
742528092657332225,1790,4088
742465774154047488,3584,6730
742423170473463808,3408,9063
742385895052087300,1770,6268
742161199639494656,1238,3986
742150209887731712,1393,4694
741793263812808706,1380,4207
741743634094141440,2486,7531
741438259667034112,744,3406
741303864243200000,2907,8103
741099773336379392,5002,9194
741067306818797568,2801,8833
740995100998766593,2458,5805
740711788199743490,858,3140
740699697422163968,705,2645
740676976021798912,6182,16786
740373189193256964,12088,32471
740365076218183684,384,2242
740359016048689152,794,3041
740214038584557568,1778,6166
739979191639244800,5364,18452
739932936087216128,982,3745
739844404073074688,785,3514
739623569819336705,1236,3489
739606147276148736,1487,4975
739544079319588864,19187,36364
739485634323156992,2633,6581
739238157791694849,52635,106803
738891149612572673,6,89
738885046782832640,1042,3494
738883359779196928,718,3034
738537504001953792,1392,4691
738402415918125056,737,2998
738184450748633089,1103,3959
738166403467907072,3023,8048
738156290900254721,581,2277
737826014890496000,1601,4820
737800304142471168,3161,9237
737678689543020544,1192,4624
737445876994609152,4040,9417
737322739594330112,728,3315
737310737551491075,6724,13477
736736130620620800,1537,3866
736392552031657984,6630,16287
736365877722001409,1110,3651
736225175608430592,2533,7467
736010884653420544,2694,7224
735991953473572864,1032,3288
735648611367784448,1005,3720
735635087207878657,2134,5645
735274964362878976,4531,12013
735256018284875776,801,3053
735137028879360001,876,2873
734912297295085568,471,2537
734787690684657664,5739,11527
734776360183431168,487,2312
734559631394082816,353,1373
733828123016450049,714,3297
733822306246479872,921,3383
733482008106668032,851,2876
733460102733135873,1135,3864
733109485275860992,15454,49226
732732193018155009,481,2223
732726085725589504,794,3286
732585889486888962,712,3351
732375214819057664,2274,7415
732005617171337216,4861,13657
731285275100512256,899,3214
731156023742988288,1140,3541
730924654643314689,1781,5627
730573383004487680,1906,4453
730427201120833536,937,3195
730211855403241472,956,3481
